X Y U V
39.683722 51.840001 -0.000047 -0.000243
39.683722 52.340870 0.000152 -0.000227
39.683722 52.841740 0.000206 -0.000217
39.683722 53.342610 0.000100 -0.000237
39.683722 53.843479 0.000203 -0.000387
39.683722 54.344349 0.000212 -0.000410
39.683722 54.845218 0.000132 -0.000368
39.683722 55.346088 0.000031 -0.000419
39.683722 55.846958 0.000100 -0.000461
39.683722 56.347827 0.000119 -0.000439
39.683722 56.848697 0.000143 -0.000559
39.683722 57.349566 0.000036 -0.000515
39.683722 57.850436 0.000250 -0.000513
39.683722 58.351305 0.000183 -0.000545
39.683722 58.852175 0.000002 -0.000527
39.683722 59.353045 0.000020 -0.000521
39.683722 59.853914 0.000016 -0.000644
39.683722 60.354784 0.000234 -0.000661
39.683722 60.855653 0.000080 -0.000720
39.683722 61.356523 -0.000019 -0.000656
39.683722 61.857392 -0.000112 -0.000518
39.683722 62.358262 -0.000084 -0.000570
39.683722 62.859132 -0.000052 -0.000577
39.683722 63.360001 -0.000151 -0.000508
39.683722 63.860871 -0.000339 -0.000468
39.683722 64.361740 -0.000269 -0.000506
39.683722 64.862610 -0.000204 -0.000500
39.683722 65.363479 -0.000276 -0.000401
39.683722 65.864349 -0.000359 -0.000440
39.683722 66.365219 -0.000722 -0.000335
39.683722 66.866088 -0.000737 -0.000195
39.683722 67.366958 -0.000933 -0.000193
39.683722 67.867827 -0.000941 0.000136
39.683722 68.368697 -0.001235 0.000452
39.683722 68.869566 -0.001662 0.000804
39.683722 69.370436 -0.001570 0.001650
39.683722 69.871306 -0.002897 0.000874
40.688373 28.299131 -0.002539 -0.001389
40.688373 28.800001 -0.001659 -0.000853
40.688373 29.300870 -0.001463 -0.000623
40.688373 29.801740 -0.000411 -0.000381
40.688373 30.302609 -0.000097 -0.000214
40.688373 30.803479 -0.000313 -0.000306
40.688373 31.304348 -0.000164 -0.000364
40.688373 31.805218 -0.000663 -0.000093
40.688373 32.306088 -0.000573 -0.000169
40.688373 32.806957 -0.000347 -0.000155
40.688373 33.307827 -0.000420 -0.000263
40.688373 33.808696 -0.000676 -0.000249
40.688373 34.309566 -0.000558 -0.000029
40.688373 34.810435 -0.000540 -0.000008
40.688373 35.311305 -0.000394 -0.000103
40.688373 35.812175 -0.000573 -0.000074
40.688373 36.313044 -0.000385 -0.000054
40.688373 36.813914 -0.000389 -0.000079
40.688373 37.314783 -0.000280 -0.000098
40.688373 37.815653 -0.000239 -0.000207
40.688373 38.316522 -0.000249 -0.000201
40.688373 38.817392 -0.000204 -0.000237
40.688373 39.318262 -0.000008 -0.000186
40.688373 39.819131 -0.000115 -0.000266
40.688373 40.320001 -0.000140 -0.000383
40.688373 40.820870 -0.000084 -0.000380
40.688373 41.321740 -0.000054 -0.000325
40.688373 41.822609 -0.000068 -0.000254
40.688373 42.323479 0.000048 -0.000314
40.688373 42.824349 0.000159 -0.000307
40.688373 43.325218 0.000126 -0.000178
40.688373 43.826088 -0.000091 -0.000176
40.688373 44.326957 -0.000079 -0.000223
40.688373 44.827827 -0.000014 -0.000237
40.688373 45.328696 0.000007 -0.000257
40.688373 45.829566 -0.000023 -0.000285
40.688373 46.330436 0.000188 -0.000340
40.688373 46.831305 0.000212 -0.000340
40.688373 47.332175 -0.000012 -0.000392
40.688373 47.833044 -0.000021 -0.000380
40.688373 48.333914 -0.000067 -0.000342
40.688373 48.834783 0.000131 -0.000337
40.688373 49.335653 0.000010 -0.000290
40.688373 49.836523 0.000113 -0.000241
40.688373 50.337392 0.000130 -0.000260
40.688373 50.838262 0.000219 -0.000239
40.688373 51.339131 -0.000050 -0.000208
40.688373 51.840001 0.000093 -0.000263
40.688373 52.340870 0.000106 -0.000275
40.688373 52.841740 0.000358 -0.000300
40.688373 53.342610 0.000346 -0.000390
40.688373 53.843479 0.000359 -0.000431
40.688373 54.344349 0.000236 -0.000418
40.688373 54.845218 0.000182 -0.000483
40.688373 55.346088 0.000164 -0.000436
40.688373 55.846958 0.000236 -0.000454
40.688373 56.347827 0.000140 -0.000441
40.688373 56.848697 0.000199 -0.000389
40.688373 57.349566 0.000164 -0.000425
40.688373 57.850436 0.000099 -0.000418
40.688373 58.351305 0.000079 -0.000327
40.688373 58.852175 0.000091 -0.000268
40.688373 59.353045 0.000241 -0.000338
40.688373 59.853914 0.000161 -0.000288
40.688373 60.354784 0.000076 -0.000343
40.688373 60.855653 -0.000110 -0.000312
40.688373 61.356523 -0.000045 -0.000348
40.688373 61.857392 -0.000077 -0.000434
40.688373 62.358262 -0.000050 -0.000416
40.688373 62.859132 -0.000082 -0.000357
40.688373 63.360001 -0.000131 -0.000419
40.688373 63.860871 -0.000183 -0.000452
40.688373 64.361740 -0.000037 -0.000321
40.688373 64.862610 -0.000074 -0.000314
40.688373 65.363479 -0.000168 -0.000260
40.688373 65.864349 -0.000172 -0.000229
40.688373 66.365219 -0.000185 -0.000282
40.688373 66.866088 -0.000156 -0.000303
40.688373 67.366958 -0.000095 -0.000239
40.688373 67.867827 -0.000194 -0.000286
40.688373 68.368697 -0.000232 -0.000262
40.688373 68.869566 -0.000058 -0.000212
40.688373 69.370436 -0.000127 -0.000239
40.688373 69.871306 -0.000588 -0.000203
40.688373 70.372175 -0.000585 0.000063
40.688373 70.873045 -0.000850 -0.000007
40.688373 71.373914 -0.001446 0.000330
40.688373 71.874784 -0.001751 0.000713
40.688373 72.375653 -0.001483 0.001885
40.688373 172.549568 -0.005321 -0.000499
41.693024 0.250435 0.000840 0.000396
41.693024 26.796522 -0.001850 -0.003545
41.693024 27.297392 -0.001978 -0.002087
41.693024 27.798261 -0.000846 -0.000934
41.693024 28.299131 -0.001231 -0.000240
41.693024 28.800001 -0.000804 0.000026
41.693024 29.300870 -0.000712 -0.000001
41.693024 29.801740 -0.000593 -0.000116
41.693024 30.302609 -0.000352 -0.000161
41.693024 30.803479 -0.000299 -0.000239
41.693024 31.304348 -0.000279 -0.000103
41.693024 31.805218 -0.000415 -0.000204
41.693024 32.306088 -0.000355 -0.000201
41.693024 32.806957 -0.000526 -0.000317
41.693024 33.307827 -0.000392 -0.000112
41.693024 33.808696 -0.000561 0.000007
41.693024 34.309566 -0.000484 -0.000056
41.693024 34.810435 -0.000304 -0.000101
41.693024 35.311305 -0.000398 -0.000030
41.693024 35.812175 -0.000373 0.000053
41.693024 36.313044 -0.000231 0.000038
41.693024 36.813914 -0.000110 0.000026
41.693024 37.314783 0.000029 -0.000026
41.693024 37.815653 -0.000013 -0.000049
41.693024 38.316522 -0.000045 -0.000141
41.693024 38.817392 -0.000027 -0.000169
41.693024 39.318262 0.000039 -0.000153
41.693024 39.819131 0.000091 -0.000254
41.693024 40.320001 -0.000159 -0.000179
41.693024 40.820870 -0.000128 -0.000167
41.693024 41.321740 -0.000012 -0.000217
41.693024 41.822609 -0.000036 -0.000340
41.693024 42.323479 0.000038 -0.000324
41.693024 42.824349 -0.000131 -0.000235
41.693024 43.325218 0.000007 -0.000075
41.693024 43.826088 -0.000025 0.000035
41.693024 44.326957 0.000019 0.000020
41.693024 44.827827 0.000010 -0.000107
41.693024 45.328696 0.000010 -0.000186
41.693024 45.829566 0.000099 -0.000169
41.693024 46.330436 0.000252 -0.000171
41.693024 46.831305 0.000149 -0.000178
41.693024 47.332175 0.000127 -0.000165
41.693024 47.833044 -0.000149 -0.000223
41.693024 48.333914 -0.000045 -0.000256
41.693024 48.834783 0.000013 -0.000139
41.693024 49.335653 -0.000034 -0.000192
41.693024 49.836523 0.000009 -0.000220
41.693024 50.337392 0.000175 -0.000207
41.693024 50.838262 0.000258 -0.000199
41.693024 51.339131 0.000048 -0.000260
41.693024 51.840001 0.000130 -0.000281
41.693024 52.340870 0.000205 -0.000314
41.693024 52.841740 0.000426 -0.000313
41.693024 53.342610 0.000371 -0.000326
41.693024 53.843479 0.000279 -0.000375
41.693024 54.344349 0.000381 -0.000371
41.693024 54.845218 0.000286 -0.000389
41.693024 55.346088 0.000231 -0.000492
41.693024 55.846958 0.000215 -0.000522
41.693024 56.347827 0.000199 -0.000548
41.693024 56.848697 0.000244 -0.000613
41.693024 57.349566 0.000101 -0.000561
41.693024 57.850436 0.000046 -0.000479
41.693024 58.351305 -0.000037 -0.000449
41.693024 58.852175 0.000076 -0.000500
41.693024 59.353045 0.000264 -0.000424
41.693024 59.853914 0.000217 -0.000464
41.693024 60.354784 0.000121 -0.000449
41.693024 60.855653 0.000071 -0.000441
41.693024 61.356523 0.000067 -0.000462
41.693024 61.857392 -0.000096 -0.000324
41.693024 62.358262 0.000066 -0.000329
41.693024 62.859132 0.000046 -0.000362
41.693024 63.360001 -0.000091 -0.000305
41.693024 63.860871 -0.000075 -0.000228
41.693024 64.361740 -0.000103 -0.000277
41.693024 64.862610 -0.000105 -0.000262
41.693024 65.363479 -0.000006 -0.000307
41.693024 65.864349 -0.000070 -0.000334
41.693024 66.365219 -0.000045 -0.000330
41.693024 66.866088 -0.000115 -0.000334
41.693024 67.366958 -0.000083 -0.000353
41.693024 67.867827 0.000021 -0.000257
41.693024 68.368697 0.000023 -0.000307
41.693024 68.869566 0.000089 -0.000300
41.693024 69.370436 0.000111 -0.000344
41.693024 69.871306 0.000034 -0.000365
41.693024 70.372175 -0.000189 -0.000540
41.693024 70.873045 -0.000154 -0.000493
41.693024 71.373914 -0.000277 -0.000413
41.693024 71.874784 -0.000248 -0.000277
41.693024 72.375653 -0.000395 -0.000121
41.693024 72.876523 -0.000728 0.000112
41.693024 73.377393 -0.000988 0.000430
41.693024 73.878262 -0.000628 0.000880
41.693024 74.379132 -0.001173 0.000555
42.697675 25.293913 -0.001912 -0.002776
42.697675 25.794783 -0.001382 -0.001279
42.697675 26.295653 -0.000831 -0.000885
42.697675 26.796522 -0.000762 -0.000307
42.697675 27.297392 -0.000752 -0.000389
42.697675 27.798261 -0.000713 -0.000169
42.697675 28.299131 -0.000619 -0.000207
42.697675 28.800001 -0.000381 -0.000215
42.697675 29.300870 -0.000409 -0.000299
42.697675 29.801740 -0.000400 -0.000341
42.697675 30.302609 -0.000343 -0.000326
42.697675 30.803479 -0.000499 -0.000226
42.697675 31.304348 -0.000539 -0.000200
42.697675 31.805218 -0.000538 -0.000194
42.697675 32.306088 -0.000356 -0.000047
42.697675 32.806957 -0.000335 0.000027
42.697675 33.307827 -0.000353 -0.000025
42.697675 33.808696 -0.000364 -0.000094
42.697675 34.309566 -0.000215 -0.000094
42.697675 34.810435 -0.000227 -0.000036
42.697675 35.311305 -0.000246 -0.000127
42.697675 35.812175 -0.000255 -0.000165
42.697675 36.313044 -0.000293 -0.000155
42.697675 36.813914 -0.000012 -0.000133
42.697675 37.314783 0.000033 -0.000095
42.697675 37.815653 0.000135 -0.000150
42.697675 38.316522 -0.000000 -0.000135
42.697675 38.817392 0.000051 -0.000157
42.697675 39.318262 0.000017 -0.000223
42.697675 39.819131 0.000015 -0.000099
42.697675 40.320001 -0.000105 -0.000194
42.697675 40.820870 -0.000072 -0.000242
42.697675 41.321740 -0.000029 -0.000160
42.697675 41.822609 -0.000024 -0.000147
42.697675 42.323479 -0.000048 -0.000094
42.697675 42.824349 -0.000145 -0.000152
42.697675 43.325218 -0.000284 -0.000138
42.697675 43.826088 -0.000184 -0.000102
42.697675 44.326957 0.000098 -0.000084
42.697675 44.827827 0.000185 -0.000025
42.697675 45.328696 0.000156 -0.000038
42.697675 45.829566 0.000165 -0.000144
42.697675 46.330436 0.000132 -0.000094
42.697675 46.831305 0.000102 -0.000079
42.697675 47.332175 0.000160 -0.000043
42.697675 47.833044 0.000030 -0.000130
42.697675 48.333914 0.000019 -0.000247
42.697675 48.834783 0.000009 -0.000317
42.697675 49.335653 0.000083 -0.000375
42.697675 49.836523 0.000082 -0.000309
42.697675 50.337392 0.000157 -0.000362
42.697675 50.838262 0.000105 -0.000395
42.697675 51.339131 0.000158 -0.000370
42.697675 51.840001 0.000120 -0.000427
42.697675 52.340870 0.000331 -0.000406
42.697675 52.841740 0.000413 -0.000457
42.697675 53.342610 0.000449 -0.000487
42.697675 53.843479 0.000386 -0.000590
42.697675 54.344349 0.000342 -0.000510
42.697675 54.845218 0.000349 -0.000500
42.697675 55.346088 0.000234 -0.000503
42.697675 55.846958 0.000166 -0.000382
42.697675 56.347827 0.000276 -0.000390
42.697675 56.848697 0.000240 -0.000411
42.697675 57.349566 0.000106 -0.000401
42.697675 57.850436 0.000049 -0.000499
42.697675 58.351305 -0.000006 -0.000435
42.697675 58.852175 0.000135 -0.000442
42.697675 59.353045 0.000202 -0.000534
42.697675 59.853914 0.000114 -0.000481
42.697675 60.354784 0.000065 -0.000388
42.697675 60.855653 0.000013 -0.000326
42.697675 61.356523 0.000049 -0.000287
42.697675 61.857392 -0.000027 -0.000369
42.697675 62.358262 -0.000033 -0.000403
42.697675 62.859132 -0.000040 -0.000318
42.697675 63.360001 -0.000239 -0.000267
42.697675 63.860871 -0.000215 -0.000250
42.697675 64.361740 -0.000071 -0.000160
42.697675 64.862610 0.000103 -0.000213
42.697675 65.363479 0.000154 -0.000302
42.697675 65.864349 0.000043 -0.000406
42.697675 66.365219 0.000024 -0.000424
42.697675 66.866088 -0.000014 -0.000374
42.697675 67.366958 -0.000027 -0.000474
42.697675 67.867827 -0.000117 -0.000411
42.697675 68.368697 -0.000045 -0.000374
42.697675 68.869566 0.000142 -0.000295
42.697675 69.370436 0.000051 -0.000271
42.697675 69.871306 0.000071 -0.000204
42.697675 70.372175 0.000189 -0.000208
42.697675 70.873045 0.000141 -0.000318
42.697675 71.373914 -0.000079 -0.000417
42.697675 71.874784 -0.000231 -0.000440
42.697675 72.375653 -0.000106 -0.000427
42.697675 72.876523 -0.000086 -0.000430
42.697675 73.377393 -0.000362 -0.000293
42.697675 73.878262 -0.000384 -0.000076
42.697675 74.379132 -0.000301 -0.000023
42.697675 74.880001 -0.001032 0.000072
42.697675 75.380871 -0.000692 0.000432
42.697675 75.881740 -0.000393 0.001096
42.697675 76.382610 -0.000385 0.000758
42.697675 76.883480 -0.002000 0.000018
42.697675 172.549568 -0.004453 -0.000208
43.702326 23.290435 -0.000951 -0.003015
43.702326 23.791305 -0.001393 -0.001122
43.702326 24.292174 -0.000795 -0.000607
43.702326 24.793044 -0.000420 -0.000492
43.702326 25.293913 -0.000540 -0.000290
43.702326 25.794783 -0.000397 -0.000166
43.702326 26.295653 -0.000584 0.000053
43.702326 26.796522 -0.000344 0.000018
43.702326 27.297392 -0.000283 -0.000113
43.702326 27.798261 -0.000397 -0.000215
43.702326 28.299131 -0.000564 -0.000275
43.702326 28.800001 -0.000460 -0.000321
43.702326 29.300870 -0.000431 -0.000302
43.702326 29.801740 -0.000402 -0.000210
43.702326 30.302609 -0.000459 -0.000203
43.702326 30.803479 -0.000306 -0.000089
43.702326 31.304348 -0.000340 -0.000125
43.702326 31.805218 -0.000423 -0.000097
43.702326 32.306088 -0.000288 -0.000135
43.702326 32.806957 -0.000238 -0.000150
43.702326 33.307827 -0.000172 -0.000144
43.702326 33.808696 -0.000189 -0.000092
43.702326 34.309566 -0.000366 -0.000131
43.702326 34.810435 -0.000313 -0.000110
43.702326 35.311305 -0.000170 0.000012
43.702326 35.812175 -0.000288 0.000007
43.702326 36.313044 -0.000218 -0.000038
43.702326 36.813914 0.000020 -0.000034
43.702326 37.314783 0.000196 -0.000150
43.702326 37.815653 0.000086 -0.000187
43.702326 38.316522 0.000048 -0.000219
43.702326 38.817392 0.000150 -0.000180
43.702326 39.318262 0.000116 -0.000211
43.702326 39.819131 -0.000041 -0.000314
43.702326 40.320001 -0.000023 -0.000213
43.702326 40.820870 -0.000180 -0.000210
43.702326 41.321740 -0.000129 -0.000229
43.702326 41.822609 -0.000029 -0.000180
43.702326 42.323479 -0.000131 -0.000205
43.702326 42.824349 -0.000103 -0.000105
43.702326 43.325218 -0.000129 -0.000199
43.702326 43.826088 -0.000151 -0.000318
43.702326 44.326957 -0.000053 -0.000275
43.702326 44.827827 0.000075 -0.000211
43.702326 45.328696 0.000189 -0.000177
43.702326 45.829566 0.000067 -0.000152
43.702326 46.330436 0.000173 -0.000187
43.702326 46.831305 0.000223 -0.000191
43.702326 47.332175 0.000252 -0.000300
43.702326 47.833044 0.000141 -0.000290
43.702326 48.333914 0.000080 -0.000223
43.702326 48.834783 0.000049 -0.000249
43.702326 49.335653 0.000044 -0.000286
43.702326 49.836523 0.000039 -0.000250
43.702326 50.337392 0.000161 -0.000224
43.702326 50.838262 0.000323 -0.000226
43.702326 51.339131 0.000266 -0.000328
43.702326 51.840001 0.000347 -0.000413
43.702326 52.340870 0.000223 -0.000505
43.702326 52.841740 0.000445 -0.000490
43.702326 53.342610 0.000493 -0.000451
43.702326 53.843479 0.000500 -0.000426
43.702326 54.344349 0.000150 -0.000425
43.702326 54.845218 0.000405 -0.000433
43.702326 55.346088 0.000176 -0.000461
43.702326 55.846958 0.000111 -0.000446
43.702326 56.347827 0.000210 -0.000476
43.702326 56.848697 0.000144 -0.000381
43.702326 57.349566 0.000118 -0.000380
43.702326 57.850436 0.000017 -0.000451
43.702326 58.351305 -0.000045 -0.000476
43.702326 58.852175 0.000184 -0.000437
43.702326 59.353045 0.000282 -0.000325
43.702326 59.853914 0.000096 -0.000349
43.702326 60.354784 -0.000108 -0.000361
43.702326 60.855653 -0.000015 -0.000436
43.702326 61.356523 0.000048 -0.000389
43.702326 61.857392 -0.000013 -0.000413
43.702326 62.358262 -0.000031 -0.000433
43.702326 62.859132 -0.000169 -0.000437
43.702326 63.360001 -0.000205 -0.000394
43.702326 63.860871 -0.000310 -0.000424
43.702326 64.361740 -0.000061 -0.000352
43.702326 64.862610 0.000129 -0.000399
43.702326 65.363479 0.000225 -0.000384
43.702326 65.864349 0.000077 -0.000344
43.702326 66.365219 0.000009 -0.000375
43.702326 66.866088 0.000082 -0.000408
43.702326 67.366958 0.000043 -0.000406
43.702326 67.867827 -0.000017 -0.000426
43.702326 68.368697 -0.000034 -0.000454
43.702326 68.869566 -0.000030 -0.000404
43.702326 69.370436 -0.000013 -0.000349
43.702326 69.871306 -0.000081 -0.000228
43.702326 70.372175 0.000168 -0.000218
43.702326 70.873045 0.000121 -0.000199
43.702326 71.373914 -0.000052 -0.000206
43.702326 71.874784 -0.000040 -0.000284
43.702326 72.375653 0.000016 -0.000337
43.702326 72.876523 -0.000119 -0.000280
43.702326 73.377393 -0.000187 -0.000289
43.702326 73.878262 -0.000035 -0.000296
43.702326 74.379132 0.000112 -0.000391
43.702326 74.880001 -0.000099 -0.000456
43.702326 75.380871 -0.000357 -0.000445
43.702326 75.881740 -0.000099 -0.000334
43.702326 76.382610 -0.000421 -0.000193
43.702326 76.883480 -0.000499 -0.000034
43.702326 77.384349 -0.000554 0.000240
43.702326 77.885219 -0.000761 0.000926
43.702326 78.386088 -0.000974 0.001714
43.702326 172.549568 0.000748 -0.000034
44.706978 0.250435 -0.000075 -0.000042
44.706978 21.787826 -0.003686 -0.001091
44.706978 22.288696 -0.001355 -0.000668
44.706978 22.789566 -0.000344 -0.001171
44.706978 23.290435 -0.000547 -0.000692
44.706978 23.791305 -0.000596 -0.000261
44.706978 24.292174 -0.000335 -0.000125
44.706978 24.793044 -0.000466 -0.000164
44.706978 25.293913 -0.000356 -0.000166
