X Y U V
129.787554 47.250000 0.000089 0.000040
129.787554 47.750000 0.000008 0.000113
129.787554 48.250000 0.000215 0.000116
129.787554 48.750000 0.000012 0.000111
129.787554 49.250000 0.000167 0.000067
129.787554 49.750000 0.000173 0.000188
129.787554 50.250000 0.000083 0.000189
129.787554 50.750000 -0.000113 0.000154
129.787554 51.250000 -0.000038 0.000089
129.787554 51.750000 0.000158 -0.000010
129.787554 52.250000 0.000105 0.000012
129.787554 52.750000 0.000169 0.000075
129.787554 53.250000 0.000017 0.000092
129.787554 53.750000 0.000080 0.000080
129.787554 54.250000 0.000034 0.000181
129.787554 54.750000 0.000151 0.000074
129.787554 55.250000 0.000095 0.000023
129.787554 55.750000 -0.000128 -0.000018
129.787554 56.250000 0.000079 0.000012
129.787554 56.750000 0.000066 0.000003
129.787554 57.250000 0.000174 0.000028
129.787554 57.750000 0.000294 -0.000047
129.787554 58.250000 0.000356 -0.000045
129.787554 58.750000 0.000165 0.000036
129.787554 59.250000 0.000157 0.000126
129.787554 59.750000 0.000008 0.000172
129.787554 60.250000 0.000159 0.000108
129.787554 60.750000 0.000094 -0.000011
129.787554 61.250000 0.000215 -0.000002
129.787554 61.750000 0.000139 -0.000037
129.787554 62.250000 0.000321 -0.000112
129.787554 62.750000 0.000091 -0.000069
129.787554 63.250000 0.000046 -0.000213
129.787554 63.750000 0.000224 -0.000228
129.787554 64.250000 0.000094 -0.000178
129.787554 64.750000 0.000173 -0.000176
129.787554 65.250000 0.000215 -0.000090
129.787554 65.750000 0.000101 -0.000054
129.787554 66.250000 0.000267 0.000070
129.787554 66.750000 0.000039 0.000181
129.787554 67.250000 0.000088 -0.000015
129.787554 67.750000 0.000068 0.000240
129.787554 68.250000 0.000261 0.000295
129.787554 68.750000 -0.000013 0.000295
129.787554 69.250000 -0.000074 0.000321
129.787554 69.750000 -0.000021 0.000163
129.787554 70.250000 -0.000078 0.000050
129.787554 70.750000 -0.000152 0.000112
129.787554 71.250000 0.000059 0.000033
129.787554 71.750000 -0.000086 -0.000085
129.787554 72.250000 0.000164 -0.000016
129.787554 72.750000 0.000205 0.000133
129.787554 73.250000 -0.000124 0.000324
129.787554 73.750000 -0.000512 0.000363
129.787554 74.250000 -0.001067 0.000810
129.787554 74.750000 -0.001850 0.000900
129.787554 75.250000 -0.002369 0.001460
130.287699 32.250000 -0.004623 0.002533
130.287699 32.750000 -0.002561 -0.000578
130.287699 33.250000 -0.001214 -0.000498
130.287699 33.750000 -0.001034 -0.000076
130.287699 34.250000 -0.000612 -0.000030
130.287699 34.750000 -0.000122 -0.000066
130.287699 35.250000 -0.000215 -0.000058
130.287699 35.750000 -0.000161 -0.000119
130.287699 36.250000 -0.000007 0.000018
130.287699 36.750000 0.000063 0.000196
130.287699 37.250000 0.000225 0.000261
130.287699 37.750000 0.000102 0.000285
130.287699 38.250000 -0.000004 0.000194
130.287699 38.750000 -0.000043 0.000115
130.287699 39.250000 0.000061 0.000172
130.287699 39.750000 0.000326 0.000157
130.287699 40.250000 0.000093 0.000224
130.287699 40.750000 0.000087 0.000193
130.287699 41.250000 0.000065 0.000172
130.287699 41.750000 0.000004 0.000076
130.287699 42.250000 -0.000022 0.000075
130.287699 42.750000 0.000105 0.000125
130.287699 43.250000 0.000053 0.000217
130.287699 43.750000 -0.000006 -0.000031
130.287699 44.250000 0.000052 -0.000054
130.287699 44.750000 0.000134 -0.000090
130.287699 45.250000 0.000026 0.000027
130.287699 45.750000 -0.000035 0.000056
130.287699 46.250000 0.000020 0.000038
130.287699 46.750000 0.000161 0.000072
130.287699 47.250000 0.000145 0.000176
130.287699 47.750000 0.000019 0.000178
130.287699 48.250000 0.000109 0.000279
130.287699 48.750000 0.000107 0.000160
130.287699 49.250000 0.000026 0.000220
130.287699 49.750000 0.000120 0.000165
130.287699 50.250000 0.000083 0.000198
130.287699 50.750000 0.000035 0.000100
130.287699 51.250000 0.000118 -0.000062
130.287699 51.750000 0.000098 -0.000088
130.287699 52.250000 0.000107 -0.000060
130.287699 52.750000 0.000105 -0.000014
130.287699 53.250000 0.000043 -0.000049
130.287699 53.750000 0.000065 -0.000120
130.287699 54.250000 0.000077 -0.000162
130.287699 54.750000 0.000157 -0.000135
130.287699 55.250000 0.000127 -0.000052
130.287699 55.750000 0.000010 -0.000135
130.287699 56.250000 0.000032 -0.000074
130.287699 56.750000 0.000055 -0.000021
130.287699 57.250000 0.000195 -0.000127
130.287699 57.750000 0.000162 -0.000087
130.287699 58.250000 0.000269 0.000068
130.287699 58.750000 0.000073 0.000192
130.287699 59.250000 0.000153 0.000269
130.287699 59.750000 -0.000028 0.000150
130.287699 60.250000 0.000240 0.000227
130.287699 60.750000 0.000307 0.000027
130.287699 61.250000 0.000170 0.000034
130.287699 61.750000 0.000087 0.000130
130.287699 62.250000 0.000203 0.000164
130.287699 62.750000 0.000147 0.000237
130.287699 63.250000 0.000225 0.000119
130.287699 63.750000 0.000268 -0.000052
130.287699 64.250000 0.000240 -0.000128
130.287699 64.750000 0.000144 -0.000158
130.287699 65.250000 0.000069 -0.000262
130.287699 65.750000 0.000069 -0.000066
130.287699 66.250000 -0.000022 0.000043
130.287699 66.750000 0.000141 0.000046
130.287699 67.250000 0.000078 -0.000057
130.287699 67.750000 0.000030 -0.000059
130.287699 68.250000 0.000064 0.000162
130.287699 68.750000 -0.000039 0.000244
130.287699 69.250000 0.000071 0.000228
130.287699 69.750000 0.000040 0.000320
130.287699 70.250000 0.000047 0.000275
130.287699 70.750000 0.000000 -0.000062
130.287699 71.250000 0.000062 0.000014
130.287699 71.750000 -0.000086 0.000077
130.287699 72.250000 0.000094 0.000061
130.287699 72.750000 0.000019 0.000081
130.287699 73.250000 0.000101 0.000029
130.287699 73.750000 0.000166 0.000183
130.287699 74.250000 0.000033 0.000025
130.287699 74.750000 -0.000401 0.000122
130.287699 75.250000 -0.000834 0.000434
130.287699 75.750000 -0.001269 0.000714
130.287699 76.250000 -0.002333 0.001402
130.287699 76.750000 -0.002928 0.001843
130.787844 31.750000 -0.003469 0.000722
130.787844 32.250000 -0.001068 -0.000171
130.787844 32.750000 -0.000460 -0.000484
130.787844 33.250000 -0.000267 -0.000345
130.787844 33.750000 -0.000252 -0.000166
130.787844 34.250000 -0.000161 -0.000252
130.787844 34.750000 -0.000105 -0.000058
130.787844 35.250000 0.000119 0.000069
130.787844 35.750000 0.000226 0.000062
130.787844 36.250000 -0.000137 0.000218
130.787844 36.750000 0.000128 0.000275
130.787844 37.250000 0.000305 0.000362
130.787844 37.750000 0.000140 0.000222
130.787844 38.250000 -0.000005 0.000136
130.787844 38.750000 0.000027 0.000212
130.787844 39.250000 0.000069 0.000150
130.787844 39.750000 0.000226 0.000245
130.787844 40.250000 0.000085 0.000206
130.787844 40.750000 0.000116 0.000271
130.787844 41.250000 0.000067 0.000247
130.787844 41.750000 0.000181 0.000238
130.787844 42.250000 -0.000015 0.000040
130.787844 42.750000 0.000028 0.000134
130.787844 43.250000 0.000192 0.000163
130.787844 43.750000 0.000048 0.000082
130.787844 44.250000 0.000134 0.000043
130.787844 44.750000 0.000012 -0.000021
130.787844 45.250000 -0.000049 0.000081
130.787844 45.750000 -0.000023 0.000186
130.787844 46.250000 0.000145 0.000136
130.787844 46.750000 0.000053 0.000163
130.787844 47.250000 -0.000043 0.000236
130.787844 47.750000 0.000053 0.000183
130.787844 48.250000 0.000164 0.000131
130.787844 48.750000 0.000189 0.000162
130.787844 49.250000 0.000083 0.000216
130.787844 49.750000 0.000141 0.000129
130.787844 50.250000 0.000142 0.000072
130.787844 50.750000 0.000103 -0.000082
130.787844 51.250000 0.000187 0.000092
130.787844 51.750000 0.000119 -0.000071
130.787844 52.250000 0.000175 -0.000104
130.787844 52.750000 0.000023 -0.000187
130.787844 53.250000 0.000128 -0.000065
130.787844 53.750000 0.000033 -0.000138
130.787844 54.250000 0.000085 -0.000096
130.787844 54.750000 0.000039 -0.000071
130.787844 55.250000 0.000169 -0.000104
130.787844 55.750000 0.000039 -0.000004
130.787844 56.250000 -0.000044 -0.000065
130.787844 56.750000 0.000115 -0.000148
